workerid,proliferate.condition,classification,num,sentence,stim,text,trial,type,subject_data.age,subject_data.american,subject_data.assessment,subject_data.comments,subject_data.fairprice,subject_data.gender,subject_data.languages,subject_data.problems,time_in_minutes,error
221,condition1,obstacle,28,"Ten years ago, 106 nations affirmed their dedication to respecting and upholding core democratic values including the right of citizens to choose their representatives through regular, free, and fair elections with universal and equal suffrage; to equal protection under the law; and to freedom…",,of the press.,8,legal,29,Yes,Yes,,,Other,English,N/A,20.5844,
174,condition1,obstacle,39,"It is an open question which form of the couplet demands the more technique, heroic or romance. All we can be sure of is that each version demands plenty. Perhaps the romance couplet always demanded most, as it headed towards the freedom…",,of the soul.,5,non-legal,66,Yes,Yes,,3,Male,english,none,6.10485,
61,condition1,obstacle,24,"You've lied to me, held me captive, and separated me from the people I love most in the world. But worst of all, you've used your piety as an excuse to take away my freedom…",,of the world,7,non-legal,20,Yes,Yes,none,yes,Male,English,no,8.67545,
222,condition1,obstacle,31,"When people are allowed to choose and do whatever they want, they end up making bad choices that close off the possibility of other future free choices. So the solution is to maximize their overall freedom by limiting freedom…",,of their choices,7,non-legal,50,Yes,Yes,,1,Female,English,no,10.83926667,
198,condition1,obstacle,25,"Subjective performance is conceptualized as a combination of both the athletes' perception of their own performance and the athletes' perception of the coaches' perception of the athletes' performance level. Subjective performance correlated best with adversity, concentration, confidence, and freedom…",,Of their choices. ,1,non-legal,38,Yes,Yes,,Yes,Female,English,No,16.5609,
185,condition1,obstacle,14,"Human freedom is thus distinct from the kind of freedom talked about by animal liberationists. Human freedom is largely our ability to act free of external constraints, but also freedom…",,of thought and reason.,7,legal,38,Yes,Yes,,5,Female,English,no,12.0519,
182,condition1,obstacle,10,"We allowed Percival to modify the starting conditions of this system to see if that would allow us to get to the current situation. At least, that was what we intended. It turns out that we gave Percival the additional freedom… ",,of time,2,non-legal,53,Yes,Yes,"Maybe confusing but I was not confused, I was thinking too much about the philosophical aspects of it.  ",2,Male,English,no bugs or problems,9.60945,
170,condition1,obstacle,34,"It has built 2,000 acres of new islands from sand and coral in the South China Sea, replete with bases and runways. In May, the United States started sending Navy warships to within 12 nautical miles of the islands to assert freedom…",,of transit.,7,non-legal,42,Yes,Yes,Thank you. It was interesting.,yes,Male,English,No.,9.762383333,
187,condition1,obstacle,28,"Ten years ago, 106 nations affirmed their dedication to respecting and upholding core democratic values including the right of citizens to choose their representatives through regular, free, and fair elections with universal and equal suffrage; to equal protection under the law; and to freedom…",,Of voting privileges ,4,legal,22,Yes,Yes,,2,Female,English,No,7.344016667,
154,condition1,obstacle,38,"But as your relationship subtly intensified, she choose the practicality and constraint of her and him over the irrationality and freedom…",,of we and us,3,non-legal,35,Yes,Yes,It was hard to come up with sentences that didn't sound awkward for some of them.,I don't know.,Male,English,No.,11.59628333,
225,condition1,obstacle,22,The trip begins in silence as the huge ship departs the Earth transport ship that brought you this far. In comfort you watch as the airship tilts up relative to the planet's surface. You start to feel some freedom…,,Of your choice to go,5,non-legal,76,Yes,Yes,no comment,$2.00 ,Female,English,No,23.9926,
9,condition1,obstacle,40,"So I'm sick and tired of hearing' Women's issues' which is just a euphemism for abortion, really."" The women in Tampa take that message to heart. The 2020 election, many of them tell me, is about a bigger clash of ideals."" For me, it's freedom",,Of your own body ,1,legal,50,Yes,Yes,,Okay ,Male,English ,No,13.99355,
225,condition1,obstacle,38,"But as your relationship subtly intensified, she choose the practicality and constraint of her and him over the irrationality and freedom…",,Of your past lifr,7,non-legal,76,Yes,Yes,no comment,$2.00 ,Female,English,No,23.9926,
159,condition1,obstacle,29,"What happened to those beautiful statutes enunciated in the constitution which guarantee the sanctity of the citizen's life, property, and the many other rights such as the right to freedom…",,ofspeech,1,legal,244,Yes,Yes,,2.4,Male,Engiish,,34.73935,
228,condition1,obstacle,1,"She addressed the Wikosans, using only those words of her language that she knew Benton could understand. ""Choose twelve among you to return to Wikosa. You will tell Wikosa that they may buy your lives and your freedom…",,or die,6,non-legal,28,Yes,Yes,Thank you for the opportunity!,Yes,Male,English,None,6.265533333,
11,condition1,obstacle,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,Or possibility of peace ,9,non-legal,34,Yes,Yes,N/a,1.5,Female,English ,No,14.33223333,
169,condition1,obstacle,16,Some women and children have been detained for months in South Texas. Many ties to Georgia found in detention centers are directly linked to the predicament. After winning their freedom…,,out the center,7,legal,30,Yes,Yes,,$2.40 ,Male,English,No problems.,13.24073333,
106,condition1,obstacle,4,"It was our Japanese publisher, Sunsoft, who approached us out of the blue asking us if we'd do a game for an older audience. We shared a tremendous amount of mutual respect toward one another and we were given total creative freedom…",,over the project.,1,non-legal,39,Yes,Yes,,2.5,Male,English,,9.61645,
42,condition1,obstacle,5,"They work under the premise that safer always is better. A current and continuing case, for instance, involves compulsory helmet laws and motorcyclists' campaign for repeal. Arguments for repeal are basic: freedom…",,"personnel responsibility, and being treated like an adult.",6,legal,29,Yes,Yes,interesting,yes,Male,English,no,11.26991667,
42,condition1,obstacle,0,"They think I do great work. It's things like the parody video that turns me off to photography as a business. I have no interest in dealing with prospects and clients, answering to their whims, or compromising my freedom…",,"photography is supposed to be an art, decided by the artist.",1,non-legal,29,Yes,Yes,interesting,yes,Male,English,no,11.26991667,
24,condition1,obstacle,2,"Gov Corbett is moving money away from public schools into an expansion of charter schools and vouchers. Even though the budgets of our school districts have been cut they are required to fund charter schools within the district. ""These institutions give educators the freedom…",,pick the course work,6,legal,33,Yes,Yes,,3 usd,Male,English,,8.874666667,
113,condition1,obstacle,27,"And, son, that's why you don't want to end up like Stan Smith, the White Castle employee who did everything right.' Cause what did it get him? A government job fighting for so-called freedom",,"policies
",1,non-legal,48,Yes,Yes,,2,Male,english,no,6.88615,
99,condition1,obstacle,,,I let the dog off leash and he...,ran,,,58,Yes,Yes,none,,Female,english,no,12.89703333,
93,condition1,obstacle,,,I let the dog off leash and he...,ran,,,24,Yes,Yes,,Yes,Other,English,No,8.399883333,
32,condition1,obstacle,,,I let the dog off leash and he...,Ran across the street,,,21,Yes,Yes,,1.5,Male,English,,40.22071667,
188,condition1,obstacle,,,I let the dog off leash and he...,ran and had fun and excercise.,,,64,Yes,Yes,,"NOT MUCH, #2.00.",Male,ENGLISH,NO,11.28075,
197,condition1,obstacle,,,I let the dog off leash and he...,ran around,,,48,Yes,Yes,"I fully understood the directions, I just found it interesting as it was difficult to decide which choice the completed sentence fit under. In most cases, it felt like both 'could' apply. But there were some where I chose one or the other because it seemed most fitting, and then a couple, at least to me really seemed to be just one or the other. I don't think any of them felt like 'neither' because they all dealt with freedom in one way or another.",3,Female,English,No issues,16.61911667,
92,condition1,obstacle,,,I let the dog off leash and he...,ran around,,,30,Yes,Yes,,2.5,Male,English,None,8.00795,
209,condition1,obstacle,,,I let the dog off leash and he...,ran around the park.,,,52,Yes,Yes,Everything was quite clear and straightforward.,2,Male,English,No problems or bugs.,20.08895,
169,condition1,obstacle,,,I let the dog off leash and he...,ran around the yard,,,30,Yes,Yes,,$2.40 ,Male,English,No problems.,13.24073333,
102,condition1,obstacle,,,I let the dog off leash and he...,ran away,,,35,Yes,Yes,"
None",2.5,Male,"English, Spanish",None,6.666733333,
232,condition1,obstacle,,,I let the dog off leash and he...,ran away,,,39,Yes,Yes,Challenging but interesting,5,Female,English,no,10.15596667,
